[14:15:07.697] [INFO   ] thread main starting.
[14:15:07.704] [SEVERE ] cannot read configuration file config.properties trying from resources.
[14:15:07.706] [SEVERE ] configuration file was loaded from resources directory.
[14:15:08.115] [INFO   ] thread dealer starting.
[14:15:09.721] [SEVERE ] updating countdown to 60000
[14:15:09.743] [SEVERE ] updating countdown to 60000
[14:15:09.771] [SEVERE ] updating countdown to 60000
[14:15:09.793] [SEVERE ] updating countdown to 60000
[14:15:09.819] [SEVERE ] updating countdown to 60000
[14:15:09.842] [SEVERE ] updating countdown to 60000
[14:15:09.867] [SEVERE ] updating countdown to 60000
[14:15:09.891] [SEVERE ] updating countdown to 60000
[14:15:09.912] [SEVERE ] updating countdown to 60000
[14:15:09.938] [SEVERE ] updating countdown to 60000
[14:15:09.962] [SEVERE ] updating countdown to 60000
[14:15:09.986] [SEVERE ] updating countdown to 60000
[14:15:10.006] [SEVERE ] updating countdown to 60000
[14:15:10.032] [SEVERE ] updating countdown to 60000
[14:15:10.054] [SEVERE ] updating countdown to 60000
[14:15:10.077] [SEVERE ] updating countdown to 60000
[14:15:10.100] [SEVERE ] updating countdown to 60000
[14:15:10.129] [SEVERE ] updating countdown to 60000
[14:15:10.153] [SEVERE ] updating countdown to 60000
[14:15:10.176] [SEVERE ] updating countdown to 60000
[14:15:10.199] [SEVERE ] updating countdown to 60000
[14:15:10.221] [SEVERE ] updating countdown to 60000
[14:15:10.244] [SEVERE ] updating countdown to 60000
[14:15:10.265] [SEVERE ] updating countdown to 60000
[14:15:10.287] [SEVERE ] updating countdown to 60000
[14:15:10.309] [SEVERE ] updating countdown to 60000
[14:15:10.334] [SEVERE ] updating countdown to 60000
[14:15:10.356] [SEVERE ] updating countdown to 60000
[14:15:10.379] [SEVERE ] updating countdown to 60000
[14:15:10.401] [SEVERE ] updating countdown to 60000
[14:15:10.423] [SEVERE ] updating countdown to 60000
[14:15:10.447] [SEVERE ] updating countdown to 60000
[14:15:10.473] [SEVERE ] updating countdown to 60000
[14:15:10.495] [SEVERE ] updating countdown to 60000
[14:15:10.521] [SEVERE ] updating countdown to 60000
[14:15:10.547] [SEVERE ] updating countdown to 60000
[14:15:10.570] [SEVERE ] updating countdown to 60000
[14:15:10.591] [SEVERE ] updating countdown to 60000
[14:15:10.613] [SEVERE ] updating countdown to 60000
[14:15:10.636] [SEVERE ] updating countdown to 60000
[14:15:10.657] [SEVERE ] updating countdown to 60000
[14:15:10.684] [SEVERE ] updating countdown to 60000
[14:15:10.709] [SEVERE ] updating countdown to 60000
[14:15:10.731] [SEVERE ] updating countdown to 60000
[14:15:10.753] [SEVERE ] updating countdown to 60000
[14:15:10.774] [SEVERE ] updating countdown to 60000
[14:15:10.797] [SEVERE ] updating countdown to 60000
[14:15:10.819] [SEVERE ] updating countdown to 60000
[14:15:10.843] [SEVERE ] updating countdown to 60000
[14:15:10.864] [SEVERE ] updating countdown to 60000
[14:15:10.886] [SEVERE ] updating countdown to 60000
[14:15:10.907] [SEVERE ] updating countdown to 60000
[14:15:10.930] [SEVERE ] updating countdown to 60000
[14:15:10.952] [SEVERE ] updating countdown to 60000
[14:15:10.978] [SEVERE ] updating countdown to 60000
[14:15:11.000] [SEVERE ] updating countdown to 60000
[14:15:11.025] [SEVERE ] updating countdown to 60000
[14:15:11.048] [SEVERE ] updating countdown to 60000
[14:15:11.069] [SEVERE ] updating countdown to 60000
[14:15:11.091] [SEVERE ] updating countdown to 60000
[14:15:11.113] [SEVERE ] updating countdown to 60000
[14:15:11.139] [SEVERE ] updating countdown to 60000
[14:15:11.164] [SEVERE ] updating countdown to 60000
[14:15:11.190] [SEVERE ] updating countdown to 60000
[14:15:11.211] [SEVERE ] updating countdown to 60000
[14:15:11.234] [SEVERE ] updating countdown to 60000
[14:15:11.261] [SEVERE ] updating countdown to 60000
[14:15:11.287] [SEVERE ] updating countdown to 60000
[14:15:11.313] [SEVERE ] updating countdown to 60000
[14:15:11.336] [SEVERE ] updating countdown to 60000
[14:15:11.358] [SEVERE ] updating countdown to 60000
[14:15:11.380] [SEVERE ] updating countdown to 60000
[14:15:11.403] [SEVERE ] updating countdown to 60000
[14:15:11.429] [SEVERE ] updating countdown to 60000
[14:15:11.451] [SEVERE ] updating countdown to 60000
[14:15:11.475] [SEVERE ] updating countdown to 60000
[14:15:11.498] [SEVERE ] updating countdown to 60000
[14:15:11.520] [SEVERE ] updating countdown to 60000
[14:15:11.542] [SEVERE ] updating countdown to 60000
[14:15:11.565] [SEVERE ] updating countdown to 60000
[14:15:11.591] [SEVERE ] updating countdown to 60000
[14:15:11.613] [SEVERE ] updating countdown to 60000
[14:15:11.635] [SEVERE ] updating countdown to 60000
[14:15:11.657] [SEVERE ] updating countdown to 60000
[14:15:11.679] [SEVERE ] updating countdown to 60000
[14:15:11.699] [SEVERE ] updating countdown to 60000
[14:15:11.721] [SEVERE ] updating countdown to 60000
[14:15:11.743] [SEVERE ] updating countdown to 60000
[14:15:11.764] [SEVERE ] updating countdown to 60000
[14:15:11.785] [SEVERE ] updating countdown to 60000
[14:15:11.807] [SEVERE ] updating countdown to 60000
[14:15:11.827] [SEVERE ] updating countdown to 60000
[14:15:11.849] [SEVERE ] updating countdown to 60000
[14:15:11.870] [SEVERE ] updating countdown to 60000
[14:15:11.893] [SEVERE ] updating countdown to 60000
[14:15:11.915] [SEVERE ] updating countdown to 60000
[14:15:11.937] [SEVERE ] updating countdown to 60000
[14:15:11.958] [SEVERE ] updating countdown to 60000
[14:15:11.978] [SEVERE ] updating countdown to 60000
[14:15:12.000] [SEVERE ] updating countdown to 60000
[14:15:12.022] [SEVERE ] updating countdown to 60000
[14:15:12.044] [SEVERE ] updating countdown to 60000
[14:15:12.066] [SEVERE ] updating countdown to 60000
[14:15:12.088] [SEVERE ] updating countdown to 60000
[14:15:12.111] [SEVERE ] updating countdown to 60000
[14:15:12.134] [SEVERE ] updating countdown to 60000
[14:15:12.158] [SEVERE ] updating countdown to 60000
[14:15:12.181] [SEVERE ] updating countdown to 60000
[14:15:12.203] [SEVERE ] updating countdown to 60000
[14:15:12.225] [SEVERE ] updating countdown to 60000
[14:15:12.248] [SEVERE ] updating countdown to 60000
[14:15:12.272] [SEVERE ] updating countdown to 60000
[14:15:12.294] [SEVERE ] updating countdown to 60000
[14:15:12.317] [SEVERE ] updating countdown to 60000
[14:15:12.343] [SEVERE ] updating countdown to 60000
[14:15:12.369] [SEVERE ] updating countdown to 60000
[14:15:12.395] [SEVERE ] updating countdown to 60000
[14:15:12.421] [SEVERE ] updating countdown to 60000
[14:15:12.445] [SEVERE ] updating countdown to 60000
[14:15:12.471] [SEVERE ] updating countdown to 60000
[14:15:12.494] [SEVERE ] updating countdown to 60000
[14:15:12.516] [SEVERE ] updating countdown to 60000
[14:15:12.538] [SEVERE ] updating countdown to 60000
[14:15:12.559] [SEVERE ] updating countdown to 60000
[14:15:12.581] [SEVERE ] updating countdown to 60000
[14:15:12.606] [SEVERE ] updating countdown to 60000
[14:15:12.628] [SEVERE ] updating countdown to 60000
[14:15:12.651] [SEVERE ] updating countdown to 60000
[14:15:12.676] [SEVERE ] updating countdown to 60000
[14:15:12.701] [SEVERE ] updating countdown to 60000
[14:15:12.723] [SEVERE ] updating countdown to 60000
[14:15:12.745] [SEVERE ] updating countdown to 60000
[14:15:12.768] [SEVERE ] updating countdown to 60000
[14:15:12.794] [SEVERE ] updating countdown to 60000
[14:15:12.817] [SEVERE ] updating countdown to 60000
[14:15:12.838] [SEVERE ] updating countdown to 60000
[14:15:12.864] [SEVERE ] updating countdown to 60000
[14:15:12.885] [SEVERE ] updating countdown to 60000
[14:15:12.906] [SEVERE ] updating countdown to 60000
[14:15:12.928] [SEVERE ] updating countdown to 60000
[14:15:12.948] [SEVERE ] updating countdown to 60000
[14:15:12.969] [SEVERE ] updating countdown to 60000
[14:15:12.995] [SEVERE ] updating countdown to 60000
[14:15:13.020] [SEVERE ] updating countdown to 60000
[14:15:13.042] [SEVERE ] updating countdown to 60000
[14:15:13.063] [SEVERE ] updating countdown to 60000
[14:15:13.085] [SEVERE ] updating countdown to 60000
[14:15:13.110] [SEVERE ] updating countdown to 60000
[14:15:13.133] [SEVERE ] updating countdown to 60000
[14:15:13.156] [SEVERE ] updating countdown to 60000
[14:15:13.178] [SEVERE ] updating countdown to 60000
[14:15:13.202] [SEVERE ] updating countdown to 60000
[14:15:13.224] [SEVERE ] updating countdown to 60000
[14:15:13.246] [SEVERE ] updating countdown to 60000
[14:15:13.267] [SEVERE ] updating countdown to 60000
[14:15:13.291] [SEVERE ] updating countdown to 60000
[14:15:13.313] [SEVERE ] updating countdown to 60000
[14:15:13.336] [SEVERE ] updating countdown to 60000
[14:15:13.362] [SEVERE ] updating countdown to 60000
[14:15:13.385] [SEVERE ] updating countdown to 60000
[14:15:13.411] [SEVERE ] updating countdown to 60000
[14:15:13.436] [SEVERE ] updating countdown to 60000
[14:15:13.461] [SEVERE ] updating countdown to 60000
[14:15:13.481] [SEVERE ] updating countdown to 60000
[14:15:13.502] [SEVERE ] updating countdown to 60000
[14:15:13.524] [SEVERE ] updating countdown to 60000
[14:15:13.547] [SEVERE ] updating countdown to 60000
[14:15:13.570] [SEVERE ] updating countdown to 60000
[14:15:13.593] [SEVERE ] updating countdown to 60000
[14:15:13.615] [SEVERE ] updating countdown to 60000
[14:15:13.637] [SEVERE ] updating countdown to 60000
[14:15:13.665] [SEVERE ] updating countdown to 60000
[14:15:13.688] [SEVERE ] updating countdown to 60000
[14:15:13.711] [SEVERE ] updating countdown to 60000
[14:15:13.736] [SEVERE ] updating countdown to 60000
[14:15:13.759] [SEVERE ] updating countdown to 60000
[14:15:13.781] [SEVERE ] updating countdown to 60000
[14:15:13.803] [SEVERE ] updating countdown to 60000
[14:15:13.826] [SEVERE ] updating countdown to 60000
[14:15:13.849] [SEVERE ] updating countdown to 60000
[14:15:13.873] [SEVERE ] updating countdown to 60000
[14:15:13.894] [SEVERE ] updating countdown to 60000
[14:15:13.918] [SEVERE ] updating countdown to 60000
[14:15:13.940] [SEVERE ] updating countdown to 60000
[14:15:13.965] [SEVERE ] updating countdown to 60000
[14:15:13.988] [SEVERE ] updating countdown to 60000
[14:15:14.011] [SEVERE ] updating countdown to 60000
[14:15:14.037] [SEVERE ] updating countdown to 60000
[14:15:14.059] [SEVERE ] updating countdown to 60000
[14:15:14.082] [SEVERE ] updating countdown to 60000
[14:15:14.104] [SEVERE ] updating countdown to 60000
[14:15:14.130] [SEVERE ] updating countdown to 60000
[14:15:14.152] [SEVERE ] updating countdown to 60000
[14:15:14.178] [SEVERE ] updating countdown to 60000
[14:15:14.201] [SEVERE ] updating countdown to 60000
[14:15:14.222] [SEVERE ] updating countdown to 60000
[14:15:14.245] [SEVERE ] updating countdown to 60000
[14:15:14.269] [SEVERE ] updating countdown to 60000
[14:15:14.292] [SEVERE ] updating countdown to 60000
[14:15:14.317] [SEVERE ] updating countdown to 60000
[14:15:14.325] [SEVERE ] key 80 was pressed by player 2
[14:15:14.326] [SEVERE ] player 2 placing token on slot 3
[14:15:14.339] [SEVERE ] updating countdown to 60000
[14:15:14.364] [SEVERE ] updating countdown to 60000
[14:15:14.390] [SEVERE ] updating countdown to 60000
[14:15:14.412] [SEVERE ] updating countdown to 60000
[14:15:14.434] [SEVERE ] updating countdown to 60000
[14:15:14.458] [SEVERE ] updating countdown to 60000
[14:15:14.479] [SEVERE ] updating countdown to 60000
[14:15:14.504] [SEVERE ] updating countdown to 60000
[14:15:14.525] [SEVERE ] updating countdown to 60000
[14:15:14.547] [SEVERE ] updating countdown to 60000
[14:15:14.573] [SEVERE ] updating countdown to 60000
[14:15:14.598] [SEVERE ] updating countdown to 60000
[14:15:14.621] [SEVERE ] updating countdown to 60000
[14:15:14.645] [SEVERE ] updating countdown to 60000
[14:15:14.667] [SEVERE ] updating countdown to 60000
[14:15:14.690] [SEVERE ] updating countdown to 60000
[14:15:14.714] [SEVERE ] updating countdown to 60000
[14:15:14.736] [SEVERE ] updating countdown to 60000
[14:15:14.758] [SEVERE ] updating countdown to 60000
[14:15:14.782] [SEVERE ] updating countdown to 60000
[14:15:14.808] [SEVERE ] updating countdown to 60000
[14:15:14.830] [SEVERE ] updating countdown to 60000
[14:15:14.851] [SEVERE ] updating countdown to 60000
[14:15:14.875] [SEVERE ] updating countdown to 60000
[14:15:14.901] [SEVERE ] updating countdown to 60000
[14:15:14.929] [SEVERE ] updating countdown to 60000
[14:15:14.949] [SEVERE ] updating countdown to 60000
[14:15:14.971] [SEVERE ] updating countdown to 60000
[14:15:14.994] [SEVERE ] updating countdown to 60000
[14:15:15.017] [SEVERE ] updating countdown to 60000
[14:15:15.038] [SEVERE ] updating countdown to 60000
[14:15:15.062] [SEVERE ] updating countdown to 60000
[14:15:15.085] [SEVERE ] updating countdown to 60000
[14:15:15.107] [SEVERE ] updating countdown to 60000
[14:15:15.132] [SEVERE ] updating countdown to 60000
[14:15:15.158] [SEVERE ] updating countdown to 60000
[14:15:15.183] [SEVERE ] updating countdown to 60000
[14:15:15.212] [SEVERE ] updating countdown to 60000
[14:15:15.234] [SEVERE ] updating countdown to 60000
[14:15:15.256] [SEVERE ] updating countdown to 60000
[14:15:15.277] [SEVERE ] updating countdown to 60000
[14:15:15.299] [SEVERE ] updating countdown to 60000
[14:15:15.323] [SEVERE ] updating countdown to 60000
[14:15:15.346] [SEVERE ] updating countdown to 60000
[14:15:15.367] [SEVERE ] updating countdown to 60000
[14:15:15.393] [SEVERE ] updating countdown to 60000
[14:15:15.418] [SEVERE ] updating countdown to 60000
[14:15:15.444] [SEVERE ] updating countdown to 60000
[14:15:15.469] [SEVERE ] updating countdown to 60000
[14:15:15.493] [SEVERE ] updating countdown to 60000
[14:15:15.514] [SEVERE ] updating countdown to 60000
[14:15:15.536] [SEVERE ] updating countdown to 60000
[14:15:15.561] [SEVERE ] updating countdown to 60000
[14:15:15.586] [SEVERE ] updating countdown to 60000
[14:15:15.609] [SEVERE ] updating countdown to 60000
[14:15:15.631] [SEVERE ] updating countdown to 60000
[14:15:15.655] [SEVERE ] updating countdown to 60000
[14:15:15.681] [SEVERE ] updating countdown to 60000
[14:15:15.702] [SEVERE ] updating countdown to 60000
[14:15:15.723] [SEVERE ] updating countdown to 60000
[14:15:15.749] [SEVERE ] updating countdown to 60000
[14:15:15.774] [SEVERE ] updating countdown to 60000
[14:15:15.799] [SEVERE ] updating countdown to 60000
[14:15:15.825] [SEVERE ] updating countdown to 60000
[14:15:15.848] [SEVERE ] updating countdown to 60000
[14:15:15.872] [SEVERE ] updating countdown to 60000
[14:15:15.896] [SEVERE ] updating countdown to 60000
[14:15:15.917] [SEVERE ] updating countdown to 60000
[14:15:15.943] [SEVERE ] updating countdown to 60000
[14:15:15.965] [SEVERE ] updating countdown to 60000
[14:15:15.990] [SEVERE ] updating countdown to 60000
[14:15:16.016] [SEVERE ] updating countdown to 60000
[14:15:16.040] [SEVERE ] updating countdown to 60000
[14:15:16.062] [SEVERE ] updating countdown to 60000
[14:15:16.084] [SEVERE ] updating countdown to 60000
[14:15:16.105] [SEVERE ] updating countdown to 60000
[14:15:16.130] [SEVERE ] updating countdown to 60000
[14:15:16.159] [SEVERE ] updating countdown to 60000
[14:15:16.185] [SEVERE ] updating countdown to 60000
[14:15:16.209] [SEVERE ] updating countdown to 60000
[14:15:16.232] [SEVERE ] updating countdown to 60000
[14:15:16.255] [SEVERE ] updating countdown to 60000
[14:15:16.281] [SEVERE ] updating countdown to 60000
[14:15:16.303] [SEVERE ] updating countdown to 60000
[14:15:16.327] [SEVERE ] updating countdown to 60000
[14:15:16.352] [SEVERE ] updating countdown to 60000
[14:15:16.376] [SEVERE ] updating countdown to 60000
[14:15:16.402] [SEVERE ] updating countdown to 60000
[14:15:16.427] [SEVERE ] updating countdown to 60000
[14:15:16.449] [SEVERE ] updating countdown to 60000
[14:15:16.474] [SEVERE ] updating countdown to 60000
[14:15:16.495] [SEVERE ] updating countdown to 60000
[14:15:16.521] [SEVERE ] updating countdown to 60000
[14:15:16.547] [SEVERE ] updating countdown to 60000
[14:15:16.571] [SEVERE ] updating countdown to 60000
[14:15:16.597] [SEVERE ] updating countdown to 60000
[14:15:16.620] [SEVERE ] updating countdown to 60000
[14:15:16.644] [SEVERE ] updating countdown to 60000
[14:15:16.652] [SEVERE ] key 81 was pressed by player 1
[14:15:16.653] [SEVERE ] player 1 placing token on slot 0
[14:15:16.665] [SEVERE ] updating countdown to 60000
[14:15:16.691] [SEVERE ] updating countdown to 60000
[14:15:16.714] [SEVERE ] updating countdown to 60000
[14:15:16.738] [SEVERE ] updating countdown to 60000
[14:15:16.760] [SEVERE ] updating countdown to 60000
[14:15:16.781] [SEVERE ] updating countdown to 60000
[14:15:16.807] [SEVERE ] updating countdown to 60000
[14:15:16.831] [SEVERE ] updating countdown to 60000
[14:15:16.857] [SEVERE ] updating countdown to 60000
[14:15:16.881] [SEVERE ] updating countdown to 60000
[14:15:16.907] [SEVERE ] updating countdown to 60000
[14:15:16.931] [SEVERE ] updating countdown to 60000
[14:15:16.954] [SEVERE ] updating countdown to 60000
[14:15:16.976] [SEVERE ] updating countdown to 60000
[14:15:16.996] [SEVERE ] updating countdown to 60000
[14:15:17.018] [SEVERE ] updating countdown to 60000
[14:15:17.044] [SEVERE ] updating countdown to 60000
[14:15:17.066] [SEVERE ] updating countdown to 60000
[14:15:17.091] [SEVERE ] updating countdown to 60000
[14:15:17.115] [SEVERE ] updating countdown to 60000
[14:15:17.140] [SEVERE ] updating countdown to 60000
[14:15:17.166] [SEVERE ] updating countdown to 60000
[14:15:17.192] [SEVERE ] updating countdown to 60000
[14:15:17.215] [SEVERE ] updating countdown to 60000
[14:15:17.237] [SEVERE ] updating countdown to 60000
[14:15:17.260] [SEVERE ] updating countdown to 60000
[14:15:17.281] [SEVERE ] updating countdown to 60000
[14:15:17.305] [SEVERE ] updating countdown to 60000
[14:15:17.328] [SEVERE ] updating countdown to 60000
[14:15:17.354] [SEVERE ] updating countdown to 60000
[14:15:17.381] [SEVERE ] updating countdown to 60000
[14:15:17.407] [SEVERE ] updating countdown to 60000
[14:15:17.433] [SEVERE ] updating countdown to 60000
[14:15:17.457] [SEVERE ] updating countdown to 60000
[14:15:17.480] [SEVERE ] updating countdown to 60000
[14:15:17.505] [SEVERE ] updating countdown to 60000
[14:15:17.516] [SEVERE ] key 75 was pressed by player 2
[14:15:17.516] [SEVERE ] player 2 placing token on slot 5
[14:15:17.527] [SEVERE ] updating countdown to 60000
[14:15:17.551] [SEVERE ] updating countdown to 60000
[14:15:17.576] [SEVERE ] updating countdown to 60000
[14:15:17.598] [SEVERE ] updating countdown to 60000
[14:15:17.623] [SEVERE ] updating countdown to 60000
[14:15:17.647] [SEVERE ] updating countdown to 60000
[14:15:17.667] [SEVERE ] updating countdown to 60000
[14:15:17.689] [SEVERE ] updating countdown to 60000
[14:15:17.710] [SEVERE ] updating countdown to 60000
[14:15:17.732] [SEVERE ] updating countdown to 60000
[14:15:17.755] [SEVERE ] updating countdown to 60000
[14:15:17.777] [SEVERE ] updating countdown to 60000
[14:15:17.801] [SEVERE ] updating countdown to 60000
[14:15:17.825] [SEVERE ] updating countdown to 60000
[14:15:17.846] [SEVERE ] updating countdown to 60000
[14:15:17.868] [SEVERE ] updating countdown to 60000
[14:15:17.894] [SEVERE ] updating countdown to 60000
[14:15:17.916] [SEVERE ] updating countdown to 60000
[14:15:17.937] [SEVERE ] updating countdown to 60000
[14:15:17.962] [SEVERE ] updating countdown to 60000
[14:15:17.984] [SEVERE ] updating countdown to 60000
[14:15:18.010] [SEVERE ] updating countdown to 60000
[14:15:18.031] [SEVERE ] updating countdown to 60000
[14:15:18.056] [SEVERE ] updating countdown to 60000
[14:15:18.078] [SEVERE ] updating countdown to 60000
[14:15:18.102] [SEVERE ] updating countdown to 60000
[14:15:18.122] [SEVERE ] updating countdown to 60000
[14:15:18.145] [SEVERE ] updating countdown to 60000
[14:15:18.166] [SEVERE ] updating countdown to 60000
[14:15:18.188] [SEVERE ] updating countdown to 60000
[14:15:18.214] [SEVERE ] updating countdown to 60000
[14:15:18.237] [SEVERE ] updating countdown to 60000
[14:15:18.258] [SEVERE ] updating countdown to 60000
[14:15:18.279] [SEVERE ] updating countdown to 60000
[14:15:18.303] [SEVERE ] updating countdown to 60000
[14:15:18.329] [SEVERE ] updating countdown to 60000
[14:15:18.352] [SEVERE ] updating countdown to 60000
[14:15:18.378] [SEVERE ] updating countdown to 60000
[14:15:18.403] [SEVERE ] updating countdown to 60000
[14:15:18.425] [SEVERE ] updating countdown to 60000
[14:15:18.451] [SEVERE ] updating countdown to 60000
[14:15:18.476] [SEVERE ] updating countdown to 60000
[14:15:18.497] [SEVERE ] updating countdown to 60000
[14:15:18.522] [SEVERE ] updating countdown to 60000
[14:15:18.544] [SEVERE ] updating countdown to 60000
[14:15:18.570] [SEVERE ] updating countdown to 60000
[14:15:18.595] [SEVERE ] updating countdown to 60000
[14:15:18.616] [SEVERE ] updating countdown to 60000
[14:15:18.638] [SEVERE ] updating countdown to 60000
[14:15:18.658] [SEVERE ] updating countdown to 60000
[14:15:18.679] [SEVERE ] updating countdown to 60000
[14:15:18.700] [SEVERE ] updating countdown to 60000
[14:15:18.721] [SEVERE ] updating countdown to 60000
[14:15:18.742] [SEVERE ] updating countdown to 60000
[14:15:18.768] [SEVERE ] updating countdown to 60000
[14:15:18.791] [SEVERE ] updating countdown to 60000
[14:15:18.817] [SEVERE ] updating countdown to 60000
[14:15:18.843] [SEVERE ] updating countdown to 60000
[14:15:18.865] [SEVERE ] updating countdown to 60000
[14:15:18.887] [SEVERE ] updating countdown to 60000
[14:15:18.909] [SEVERE ] updating countdown to 60000
[14:15:18.935] [SEVERE ] updating countdown to 60000
[14:15:18.960] [SEVERE ] updating countdown to 60000
[14:15:18.983] [SEVERE ] updating countdown to 60000
[14:15:19.004] [SEVERE ] updating countdown to 60000
[14:15:19.026] [SEVERE ] updating countdown to 60000
[14:15:19.046] [SEVERE ] updating countdown to 60000
[14:15:19.071] [SEVERE ] updating countdown to 60000
[14:15:19.093] [SEVERE ] updating countdown to 60000
[14:15:19.114] [SEVERE ] updating countdown to 60000
[14:15:19.136] [SEVERE ] updating countdown to 60000
[14:15:19.156] [SEVERE ] key 83 was pressed by player 1
[14:15:19.156] [SEVERE ] player 1 placing token on slot 5
[14:15:19.157] [SEVERE ] updating countdown to 60000
[14:15:19.179] [SEVERE ] updating countdown to 60000
[14:15:19.200] [SEVERE ] updating countdown to 60000
[14:15:19.221] [SEVERE ] updating countdown to 60000
[14:15:19.242] [SEVERE ] updating countdown to 60000
[14:15:19.264] [SEVERE ] updating countdown to 60000
[14:15:19.285] [SEVERE ] updating countdown to 60000
[14:15:19.307] [SEVERE ] updating countdown to 60000
[14:15:19.328] [SEVERE ] updating countdown to 60000
[14:15:19.350] [SEVERE ] updating countdown to 60000
[14:15:19.370] [SEVERE ] updating countdown to 60000
[14:15:19.392] [SEVERE ] updating countdown to 60000
[14:15:19.413] [SEVERE ] updating countdown to 60000
[14:15:19.434] [SEVERE ] updating countdown to 60000
[14:15:19.456] [SEVERE ] updating countdown to 60000
[14:15:19.477] [SEVERE ] updating countdown to 60000
[14:15:19.499] [SEVERE ] updating countdown to 60000
[14:15:19.521] [SEVERE ] updating countdown to 60000
[14:15:19.542] [SEVERE ] updating countdown to 60000
[14:15:19.564] [SEVERE ] updating countdown to 60000
[14:15:19.586] [SEVERE ] updating countdown to 60000
[14:15:19.607] [SEVERE ] updating countdown to 60000
[14:15:19.629] [SEVERE ] updating countdown to 60000
[14:15:19.651] [SEVERE ] updating countdown to 60000
[14:15:19.672] [SEVERE ] updating countdown to 60000
[14:15:19.693] [SEVERE ] updating countdown to 60000
[14:15:19.719] [SEVERE ] updating countdown to 60000
[14:15:19.741] [SEVERE ] updating countdown to 60000
[14:15:19.764] [SEVERE ] updating countdown to 60000
[14:15:19.788] [SEVERE ] updating countdown to 60000
[14:15:19.809] [SEVERE ] updating countdown to 60000
[14:15:19.832] [SEVERE ] updating countdown to 60000
[14:15:19.856] [SEVERE ] updating countdown to 60000
[14:15:19.879] [SEVERE ] updating countdown to 60000
[14:15:19.905] [SEVERE ] updating countdown to 60000
[14:15:19.928] [SEVERE ] updating countdown to 60000
[14:15:19.951] [SEVERE ] updating countdown to 60000
[14:15:19.972] [SEVERE ] updating countdown to 60000
[14:15:19.993] [SEVERE ] updating countdown to 60000
[14:15:20.014] [SEVERE ] updating countdown to 60000
[14:15:20.036] [SEVERE ] updating countdown to 60000
[14:15:20.056] [SEVERE ] updating countdown to 60000
[14:15:20.077] [SEVERE ] updating countdown to 60000
[14:15:20.099] [SEVERE ] updating countdown to 60000
[14:15:20.121] [SEVERE ] updating countdown to 60000
[14:15:20.143] [SEVERE ] updating countdown to 60000
[14:15:20.164] [SEVERE ] updating countdown to 60000
[14:15:20.186] [SEVERE ] updating countdown to 60000
[14:15:20.207] [SEVERE ] updating countdown to 60000
[14:15:20.229] [SEVERE ] updating countdown to 60000
[14:15:20.250] [SEVERE ] updating countdown to 60000
[14:15:20.272] [SEVERE ] updating countdown to 60000
[14:15:20.293] [SEVERE ] updating countdown to 60000
[14:15:20.315] [SEVERE ] updating countdown to 60000
[14:15:20.336] [SEVERE ] updating countdown to 60000
[14:15:20.357] [SEVERE ] updating countdown to 60000
[14:15:20.379] [SEVERE ] updating countdown to 60000
[14:15:20.401] [SEVERE ] updating countdown to 60000
[14:15:20.422] [SEVERE ] updating countdown to 60000
[14:15:20.443] [SEVERE ] updating countdown to 60000
[14:15:20.465] [SEVERE ] updating countdown to 60000
[14:15:20.487] [SEVERE ] updating countdown to 60000
[14:15:20.507] [SEVERE ] updating countdown to 60000
[14:15:20.528] [SEVERE ] updating countdown to 60000
