[18:36:40.527] [INFO   ] thread main starting.
[18:36:40.534] [SEVERE ] cannot read configuration file config.properties trying from resources.
[18:36:40.535] [SEVERE ] configuration file was loaded from resources directory.
[18:36:45.779] [INFO   ] thread dealer starting.
[18:36:50.745] [SEVERE ] updating countdown to 55040
[18:36:50.767] [SEVERE ] updating countdown to 55018
[18:36:50.790] [SEVERE ] updating countdown to 54995
[18:36:50.816] [SEVERE ] updating countdown to 54969
[18:36:50.838] [SEVERE ] updating countdown to 54947
[18:36:50.865] [SEVERE ] updating countdown to 54920
[18:36:50.888] [SEVERE ] updating countdown to 54897
[18:36:50.914] [SEVERE ] updating countdown to 54871
[18:36:50.939] [SEVERE ] updating countdown to 54846
[18:36:50.959] [SEVERE ] updating countdown to 54826
[18:36:50.981] [SEVERE ] updating countdown to 54804
[18:36:51.002] [SEVERE ] updating countdown to 54783
[18:36:51.023] [SEVERE ] updating countdown to 54762
[18:36:51.044] [SEVERE ] updating countdown to 54741
[18:36:51.066] [SEVERE ] updating countdown to 54719
[18:36:51.087] [SEVERE ] updating countdown to 54698
[18:36:51.108] [SEVERE ] updating countdown to 54677
[18:36:51.129] [SEVERE ] updating countdown to 54656
[18:36:51.150] [SEVERE ] updating countdown to 54635
[18:36:51.171] [SEVERE ] updating countdown to 54614
[18:36:51.193] [SEVERE ] updating countdown to 54592
[18:36:51.214] [SEVERE ] updating countdown to 54571
[18:36:51.235] [SEVERE ] updating countdown to 54550
[18:36:51.256] [SEVERE ] updating countdown to 54529
[18:36:51.277] [SEVERE ] updating countdown to 54508
[18:36:51.298] [SEVERE ] updating countdown to 54487
[18:36:51.319] [SEVERE ] updating countdown to 54466
[18:36:51.345] [SEVERE ] updating countdown to 54440
[18:36:51.372] [SEVERE ] updating countdown to 54413
[18:36:51.398] [SEVERE ] updating countdown to 54387
[18:36:51.420] [SEVERE ] updating countdown to 54365
[18:36:51.447] [SEVERE ] updating countdown to 54338
[18:36:51.469] [SEVERE ] updating countdown to 54316
[18:36:51.490] [SEVERE ] updating countdown to 54295
[18:36:51.512] [SEVERE ] updating countdown to 54273
[18:36:51.534] [SEVERE ] updating countdown to 54251
[18:36:51.557] [SEVERE ] updating countdown to 54228
[18:36:51.583] [SEVERE ] updating countdown to 54202
[18:36:51.607] [SEVERE ] updating countdown to 54178
[18:36:51.628] [SEVERE ] updating countdown to 54157
[18:36:51.654] [SEVERE ] updating countdown to 54131
[18:36:51.677] [SEVERE ] updating countdown to 54108
[18:36:51.703] [SEVERE ] updating countdown to 54082
[18:36:51.725] [SEVERE ] updating countdown to 54060
[18:36:51.746] [SEVERE ] updating countdown to 54039
[18:36:51.767] [SEVERE ] updating countdown to 54018
[18:36:51.779] [SEVERE ] key 81 was pressed by player 1
[18:36:51.781] [SEVERE ] player 1 placing token on slot 0
[18:36:51.788] [SEVERE ] updating countdown to 53997
[18:36:51.809] [SEVERE ] updating countdown to 53976
[18:36:51.830] [SEVERE ] updating countdown to 53955
[18:36:51.851] [SEVERE ] updating countdown to 53934
[18:36:51.872] [SEVERE ] updating countdown to 53913
[18:36:51.893] [SEVERE ] updating countdown to 53892
[18:36:51.914] [SEVERE ] updating countdown to 53871
[18:36:51.935] [SEVERE ] updating countdown to 53850
[18:36:51.956] [SEVERE ] updating countdown to 53829
[18:36:51.977] [SEVERE ] updating countdown to 53808
[18:36:51.998] [SEVERE ] updating countdown to 53787
[18:36:52.019] [SEVERE ] updating countdown to 53766
[18:36:52.040] [SEVERE ] updating countdown to 53745
[18:36:52.061] [SEVERE ] updating countdown to 53724
[18:36:52.082] [SEVERE ] updating countdown to 53703
[18:36:52.104] [SEVERE ] updating countdown to 53681
[18:36:52.126] [SEVERE ] updating countdown to 53659
[18:36:52.150] [SEVERE ] updating countdown to 53635
[18:36:52.172] [SEVERE ] updating countdown to 53613
[18:36:52.194] [SEVERE ] updating countdown to 53591
[18:36:52.215] [SEVERE ] updating countdown to 53570
[18:36:52.236] [SEVERE ] updating countdown to 53549
[18:36:52.257] [SEVERE ] updating countdown to 53528
[18:36:52.278] [SEVERE ] updating countdown to 53507
[18:36:52.299] [SEVERE ] updating countdown to 53486
[18:36:52.320] [SEVERE ] updating countdown to 53465
[18:36:52.341] [SEVERE ] updating countdown to 53444
[18:36:52.367] [SEVERE ] updating countdown to 53418
[18:36:52.389] [SEVERE ] updating countdown to 53396
[18:36:52.415] [SEVERE ] updating countdown to 53370
[18:36:52.438] [SEVERE ] updating countdown to 53347
[18:36:52.464] [SEVERE ] updating countdown to 53321
[18:36:52.487] [SEVERE ] updating countdown to 53298
[18:36:52.509] [SEVERE ] updating countdown to 53276
[18:36:52.532] [SEVERE ] updating countdown to 53253
[18:36:52.553] [SEVERE ] updating countdown to 53232
[18:36:52.576] [SEVERE ] updating countdown to 53209
[18:36:52.597] [SEVERE ] updating countdown to 53188
[18:36:52.620] [SEVERE ] updating countdown to 53165
[18:36:52.642] [SEVERE ] updating countdown to 53143
[18:36:52.668] [SEVERE ] updating countdown to 53117
[18:36:52.692] [SEVERE ] updating countdown to 53093
[18:36:52.715] [SEVERE ] updating countdown to 53070
[18:36:52.736] [SEVERE ] updating countdown to 53049
[18:36:52.758] [SEVERE ] updating countdown to 53027
[18:36:52.779] [SEVERE ] updating countdown to 53006
[18:36:52.800] [SEVERE ] updating countdown to 52985
[18:36:52.821] [SEVERE ] updating countdown to 52964
[18:36:52.842] [SEVERE ] updating countdown to 52943
[18:36:52.863] [SEVERE ] updating countdown to 52922
[18:36:52.884] [SEVERE ] updating countdown to 52901
[18:36:52.909] [SEVERE ] updating countdown to 52876
[18:36:52.932] [SEVERE ] updating countdown to 52853
[18:36:52.958] [SEVERE ] updating countdown to 52827
[18:36:52.982] [SEVERE ] updating countdown to 52803
[18:36:53.008] [SEVERE ] updating countdown to 52777
[18:36:53.033] [SEVERE ] updating countdown to 52752
[18:36:53.054] [SEVERE ] updating countdown to 52731
[18:36:53.075] [SEVERE ] updating countdown to 52710
[18:36:53.096] [SEVERE ] updating countdown to 52689
[18:36:53.117] [SEVERE ] updating countdown to 52668
[18:36:53.139] [SEVERE ] updating countdown to 52646
[18:36:53.160] [SEVERE ] updating countdown to 52625
[18:36:53.181] [SEVERE ] updating countdown to 52604
[18:36:53.202] [SEVERE ] updating countdown to 52583
[18:36:53.223] [SEVERE ] updating countdown to 52562
[18:36:53.244] [SEVERE ] updating countdown to 52541
[18:36:53.265] [SEVERE ] updating countdown to 52520
[18:36:53.288] [SEVERE ] updating countdown to 52497
[18:36:53.309] [SEVERE ] updating countdown to 52476
[18:36:53.330] [SEVERE ] updating countdown to 52455
[18:36:53.351] [SEVERE ] updating countdown to 52434
[18:36:53.373] [SEVERE ] updating countdown to 52412
[18:36:53.394] [SEVERE ] updating countdown to 52391
[18:36:53.415] [SEVERE ] updating countdown to 52370
[18:36:53.436] [SEVERE ] updating countdown to 52349
[18:36:53.457] [SEVERE ] updating countdown to 52328
[18:36:53.478] [SEVERE ] updating countdown to 52307
[18:36:53.499] [SEVERE ] updating countdown to 52286
[18:36:53.520] [SEVERE ] updating countdown to 52265
[18:36:53.541] [SEVERE ] updating countdown to 52244
[18:36:53.562] [SEVERE ] updating countdown to 52223
[18:36:53.583] [SEVERE ] updating countdown to 52202
[18:36:53.604] [SEVERE ] updating countdown to 52181
[18:36:53.625] [SEVERE ] updating countdown to 52160
[18:36:53.647] [SEVERE ] updating countdown to 52138
[18:36:53.668] [SEVERE ] updating countdown to 52117
[18:36:53.689] [SEVERE ] updating countdown to 52096
[18:36:53.710] [SEVERE ] updating countdown to 52075
[18:36:53.731] [SEVERE ] updating countdown to 52054
[18:36:53.752] [SEVERE ] updating countdown to 52033
[18:36:53.773] [SEVERE ] updating countdown to 52012
[18:36:53.794] [SEVERE ] updating countdown to 51991
[18:36:53.815] [SEVERE ] updating countdown to 51970
[18:36:53.836] [SEVERE ] updating countdown to 51949
[18:36:53.857] [SEVERE ] updating countdown to 51928
[18:36:53.878] [SEVERE ] updating countdown to 51907
[18:36:53.899] [SEVERE ] updating countdown to 51886
[18:36:53.920] [SEVERE ] updating countdown to 51865
[18:36:53.941] [SEVERE ] updating countdown to 51844
[18:36:53.962] [SEVERE ] updating countdown to 51823
[18:36:53.984] [SEVERE ] updating countdown to 51801
[18:36:54.005] [SEVERE ] updating countdown to 51780
[18:36:54.026] [SEVERE ] updating countdown to 51759
[18:36:54.047] [SEVERE ] updating countdown to 51738
[18:36:54.068] [SEVERE ] updating countdown to 51717
[18:36:54.089] [SEVERE ] updating countdown to 51696
[18:36:54.110] [SEVERE ] updating countdown to 51675
[18:36:54.131] [SEVERE ] updating countdown to 51654
[18:36:54.152] [SEVERE ] updating countdown to 51633
[18:36:54.174] [SEVERE ] updating countdown to 51611
[18:36:54.197] [SEVERE ] updating countdown to 51588
[18:36:54.218] [SEVERE ] updating countdown to 51567
[18:36:54.239] [SEVERE ] updating countdown to 51546
[18:36:54.261] [SEVERE ] updating countdown to 51524
[18:36:54.282] [SEVERE ] updating countdown to 51503
[18:36:54.303] [SEVERE ] updating countdown to 51482
[18:36:54.325] [SEVERE ] updating countdown to 51460
[18:36:54.346] [SEVERE ] updating countdown to 51439
[18:36:54.368] [SEVERE ] updating countdown to 51417
[18:36:54.391] [SEVERE ] updating countdown to 51394
[18:36:54.393] [SEVERE ] key 87 was pressed by player 1
[18:36:54.393] [SEVERE ] player 1 placing token on slot 1
[18:36:54.412] [SEVERE ] updating countdown to 51373
[18:36:54.433] [SEVERE ] updating countdown to 51352
[18:36:54.454] [SEVERE ] updating countdown to 51331
[18:36:54.475] [SEVERE ] updating countdown to 51310
[18:36:54.497] [SEVERE ] updating countdown to 51288
[18:36:54.519] [SEVERE ] updating countdown to 51266
[18:36:54.541] [SEVERE ] updating countdown to 51244
[18:36:54.562] [SEVERE ] updating countdown to 51223
[18:36:54.588] [SEVERE ] updating countdown to 51197
[18:36:54.609] [SEVERE ] updating countdown to 51176
[18:36:54.630] [SEVERE ] updating countdown to 51155
[18:36:54.652] [SEVERE ] updating countdown to 51133
[18:36:54.675] [SEVERE ] updating countdown to 51110
[18:36:54.698] [SEVERE ] updating countdown to 51087
[18:36:54.722] [SEVERE ] updating countdown to 51063
[18:36:54.745] [SEVERE ] updating countdown to 51040
[18:36:54.771] [SEVERE ] updating countdown to 51014
[18:36:54.793] [SEVERE ] updating countdown to 50992
[18:36:54.815] [SEVERE ] updating countdown to 50970
[18:36:54.836] [SEVERE ] updating countdown to 50949
[18:36:54.858] [SEVERE ] updating countdown to 50927
[18:36:54.879] [SEVERE ] updating countdown to 50906
[18:36:54.900] [SEVERE ] updating countdown to 50885
[18:36:54.921] [SEVERE ] updating countdown to 50864
[18:36:54.942] [SEVERE ] updating countdown to 50843
[18:36:54.963] [SEVERE ] updating countdown to 50822
[18:36:54.984] [SEVERE ] updating countdown to 50801
[18:36:55.005] [SEVERE ] updating countdown to 50780
[18:36:55.026] [SEVERE ] updating countdown to 50759
[18:36:55.047] [SEVERE ] updating countdown to 50738
[18:36:55.068] [SEVERE ] updating countdown to 50717
[18:36:55.089] [SEVERE ] updating countdown to 50696
[18:36:55.110] [SEVERE ] updating countdown to 50675
[18:36:55.132] [SEVERE ] updating countdown to 50653
[18:36:55.153] [SEVERE ] updating countdown to 50632
[18:36:55.174] [SEVERE ] updating countdown to 50611
[18:36:55.196] [SEVERE ] updating countdown to 50589
[18:36:55.217] [SEVERE ] updating countdown to 50568
[18:36:55.239] [SEVERE ] updating countdown to 50546
[18:36:55.260] [SEVERE ] updating countdown to 50525
[18:36:55.281] [SEVERE ] updating countdown to 50504
[18:36:55.302] [SEVERE ] updating countdown to 50483
[18:36:55.325] [SEVERE ] updating countdown to 50460
[18:36:55.346] [SEVERE ] updating countdown to 50439
[18:36:55.367] [SEVERE ] updating countdown to 50418
[18:36:55.389] [SEVERE ] updating countdown to 50396
[18:36:55.412] [SEVERE ] updating countdown to 50373
[18:36:55.435] [SEVERE ] updating countdown to 50350
[18:36:55.457] [SEVERE ] updating countdown to 50328
[18:36:55.479] [SEVERE ] updating countdown to 50306
[18:36:55.503] [SEVERE ] updating countdown to 50282
[18:36:55.524] [SEVERE ] updating countdown to 50261
[18:36:55.545] [SEVERE ] updating countdown to 50240
[18:36:55.566] [SEVERE ] updating countdown to 50219
[18:36:55.587] [SEVERE ] updating countdown to 50198
[18:36:55.609] [SEVERE ] updating countdown to 50176
[18:36:55.631] [SEVERE ] updating countdown to 50154
[18:36:55.653] [SEVERE ] updating countdown to 50132
[18:36:55.675] [SEVERE ] updating countdown to 50110
[18:36:55.696] [SEVERE ] updating countdown to 50089
[18:36:55.718] [SEVERE ] updating countdown to 50067
[18:36:55.739] [SEVERE ] updating countdown to 50046
[18:36:55.760] [SEVERE ] updating countdown to 50025
[18:36:55.781] [SEVERE ] updating countdown to 50004
[18:36:55.802] [SEVERE ] updating countdown to 49983
[18:36:55.823] [SEVERE ] updating countdown to 49962
[18:36:55.845] [SEVERE ] updating countdown to 49940
[18:36:55.850] [SEVERE ] key 69 was pressed by player 1
[18:36:55.850] [SEVERE ] player 1 placing token on slot 2
[18:36:55.853] [SEVERE ] setting player 1 freeze to 3000
[18:36:55.866] [SEVERE ] updating countdown to 49919
[18:36:55.887] [SEVERE ] updating countdown to 49898
[18:36:55.908] [SEVERE ] updating countdown to 49877
[18:36:55.929] [SEVERE ] updating countdown to 49856
[18:36:55.950] [SEVERE ] updating countdown to 49835
[18:36:55.971] [SEVERE ] updating countdown to 49814
[18:36:55.994] [SEVERE ] updating countdown to 49791
[18:36:56.015] [SEVERE ] updating countdown to 49770
[18:36:56.037] [SEVERE ] updating countdown to 49748
[18:36:56.063] [SEVERE ] updating countdown to 49722
[18:36:56.085] [SEVERE ] updating countdown to 49700
[18:36:56.106] [SEVERE ] updating countdown to 49679
[18:36:56.130] [SEVERE ] updating countdown to 49655
[18:36:56.151] [SEVERE ] updating countdown to 49634
[18:36:56.173] [SEVERE ] updating countdown to 49612
[18:36:56.194] [SEVERE ] updating countdown to 49591
[18:36:56.219] [SEVERE ] updating countdown to 49566
[18:36:56.240] [SEVERE ] updating countdown to 49545
[18:36:56.262] [SEVERE ] updating countdown to 49523
[18:36:56.283] [SEVERE ] updating countdown to 49502
[18:36:56.304] [SEVERE ] updating countdown to 49481
[18:36:56.325] [SEVERE ] updating countdown to 49460
[18:36:56.348] [SEVERE ] updating countdown to 49437
[18:36:56.369] [SEVERE ] updating countdown to 49416
[18:36:56.393] [SEVERE ] updating countdown to 49392
[18:36:56.416] [SEVERE ] updating countdown to 49369
[18:36:56.440] [SEVERE ] updating countdown to 49345
[18:36:56.461] [SEVERE ] updating countdown to 49324
[18:36:56.487] [SEVERE ] updating countdown to 49298
[18:36:56.509] [SEVERE ] updating countdown to 49276
[18:36:56.530] [SEVERE ] updating countdown to 49255
[18:36:56.556] [SEVERE ] updating countdown to 49229
[18:36:56.579] [SEVERE ] updating countdown to 49206
[18:36:56.603] [SEVERE ] updating countdown to 49182
[18:36:56.627] [SEVERE ] updating countdown to 49158
[18:36:56.652] [SEVERE ] updating countdown to 49133
[18:36:56.675] [SEVERE ] updating countdown to 49110
[18:36:56.696] [SEVERE ] updating countdown to 49089
[18:36:56.717] [SEVERE ] updating countdown to 49068
[18:36:56.738] [SEVERE ] updating countdown to 49047
[18:36:56.764] [SEVERE ] updating countdown to 49021
[18:36:56.786] [SEVERE ] updating countdown to 48999
[18:36:56.812] [SEVERE ] updating countdown to 48973
[18:36:56.836] [SEVERE ] updating countdown to 48949
[18:36:56.863] [SEVERE ] updating countdown to 48922
[18:36:56.889] [SEVERE ] updating countdown to 48896
[18:36:56.910] [SEVERE ] updating countdown to 48875
[18:36:56.932] [SEVERE ] updating countdown to 48853
[18:36:56.955] [SEVERE ] updating countdown to 48830
[18:36:56.978] [SEVERE ] updating countdown to 48807
[18:36:57.001] [SEVERE ] updating countdown to 48784
[18:36:57.027] [SEVERE ] updating countdown to 48758
[18:36:57.051] [SEVERE ] updating countdown to 48734
[18:36:57.073] [SEVERE ] updating countdown to 48712
[18:36:57.095] [SEVERE ] updating countdown to 48690
[18:36:57.116] [SEVERE ] updating countdown to 48669
[18:36:57.137] [SEVERE ] updating countdown to 48648
[18:36:57.159] [SEVERE ] updating countdown to 48626
[18:36:57.184] [SEVERE ] updating countdown to 48601
[18:36:57.206] [SEVERE ] updating countdown to 48579
[18:36:57.232] [SEVERE ] updating countdown to 48553
[18:36:57.255] [SEVERE ] updating countdown to 48530
[18:36:57.281] [SEVERE ] updating countdown to 48504
[18:36:57.306] [SEVERE ] updating countdown to 48479
[18:36:57.327] [SEVERE ] updating countdown to 48458
[18:36:57.353] [SEVERE ] updating countdown to 48432
[18:36:57.378] [SEVERE ] updating countdown to 48407
[18:36:57.400] [SEVERE ] updating countdown to 48385
[18:36:57.424] [SEVERE ] updating countdown to 48361
[18:36:57.446] [SEVERE ] updating countdown to 48339
[18:36:57.468] [SEVERE ] updating countdown to 48317
[18:36:57.489] [SEVERE ] updating countdown to 48296
[18:36:57.512] [SEVERE ] updating countdown to 48273
[18:36:57.534] [SEVERE ] updating countdown to 48251
[18:36:57.556] [SEVERE ] updating countdown to 48229
[18:36:57.579] [SEVERE ] updating countdown to 48206
[18:36:57.605] [SEVERE ] updating countdown to 48180
[18:36:57.629] [SEVERE ] updating countdown to 48156
[18:36:57.654] [SEVERE ] updating countdown to 48131
[18:36:57.680] [SEVERE ] updating countdown to 48105
[18:36:57.702] [SEVERE ] updating countdown to 48083
[18:36:57.728] [SEVERE ] updating countdown to 48057
[18:36:57.751] [SEVERE ] updating countdown to 48034
[18:36:57.777] [SEVERE ] updating countdown to 48008
