[09:59:23.436] [INFO   ] thread main starting.
[09:59:23.442] [SEVERE ] cannot read configuration file config.properties trying from resources.
[09:59:23.444] [SEVERE ] configuration file was loaded from resources directory.
[09:59:28.787] [INFO   ] thread dealer starting.
[09:59:31.332] [SEVERE ] updating countdown to 57459
[09:59:31.354] [SEVERE ] updating countdown to 57437
[09:59:31.376] [SEVERE ] updating countdown to 57415
[09:59:31.399] [SEVERE ] updating countdown to 57392
[09:59:31.424] [SEVERE ] updating countdown to 57367
[09:59:31.447] [SEVERE ] updating countdown to 57344
[09:59:31.472] [SEVERE ] updating countdown to 57319
[09:59:31.493] [SEVERE ] updating countdown to 57298
[09:59:31.515] [SEVERE ] updating countdown to 57276
[09:59:31.535] [SEVERE ] updating countdown to 57256
[09:59:31.561] [SEVERE ] updating countdown to 57230
[09:59:31.586] [SEVERE ] updating countdown to 57205
[09:59:31.611] [SEVERE ] updating countdown to 57181
[09:59:31.635] [SEVERE ] updating countdown to 57156
[09:59:31.658] [SEVERE ] updating countdown to 57133
[09:59:31.680] [SEVERE ] updating countdown to 57111
[09:59:31.703] [SEVERE ] updating countdown to 57088
[09:59:31.729] [SEVERE ] updating countdown to 57062
[09:59:31.755] [SEVERE ] updating countdown to 57036
[09:59:31.781] [SEVERE ] updating countdown to 57010
[09:59:31.803] [SEVERE ] updating countdown to 56988
[09:59:31.826] [SEVERE ] updating countdown to 56965
[09:59:31.846] [SEVERE ] updating countdown to 56945
[09:59:31.871] [SEVERE ] updating countdown to 56920
[09:59:31.893] [SEVERE ] updating countdown to 56898
[09:59:31.919] [SEVERE ] updating countdown to 56872
[09:59:31.945] [SEVERE ] updating countdown to 56846
[09:59:31.967] [SEVERE ] updating countdown to 56824
[09:59:31.989] [SEVERE ] updating countdown to 56802
[09:59:32.011] [SEVERE ] updating countdown to 56780
[09:59:32.036] [SEVERE ] updating countdown to 56755
[09:59:32.058] [SEVERE ] updating countdown to 56733
[09:59:32.080] [SEVERE ] updating countdown to 56711
[09:59:32.102] [SEVERE ] updating countdown to 56689
[09:59:32.123] [SEVERE ] updating countdown to 56668
[09:59:32.145] [SEVERE ] updating countdown to 56646
[09:59:32.170] [SEVERE ] updating countdown to 56621
[09:59:32.196] [SEVERE ] updating countdown to 56595
[09:59:32.218] [SEVERE ] updating countdown to 56573
[09:59:32.240] [SEVERE ] updating countdown to 56552
[09:59:32.261] [SEVERE ] updating countdown to 56530
[09:59:32.283] [SEVERE ] updating countdown to 56508
[09:59:32.304] [SEVERE ] updating countdown to 56487
[09:59:32.328] [SEVERE ] updating countdown to 56463
[09:59:32.350] [SEVERE ] updating countdown to 56441
[09:59:32.376] [SEVERE ] updating countdown to 56415
[09:59:32.399] [SEVERE ] updating countdown to 56392
[09:59:32.424] [SEVERE ] updating countdown to 56367
[09:59:32.450] [SEVERE ] updating countdown to 56341
[09:59:32.474] [SEVERE ] updating countdown to 56317
[09:59:32.496] [SEVERE ] updating countdown to 56295
[09:59:32.520] [SEVERE ] updating countdown to 56271
[09:59:32.541] [SEVERE ] updating countdown to 56250
[09:59:32.562] [SEVERE ] updating countdown to 56229
[09:59:32.585] [SEVERE ] updating countdown to 56206
[09:59:32.608] [SEVERE ] updating countdown to 56183
[09:59:32.634] [SEVERE ] updating countdown to 56157
[09:59:32.660] [SEVERE ] updating countdown to 56131
[09:59:32.686] [SEVERE ] updating countdown to 56105
[09:59:32.709] [SEVERE ] updating countdown to 56082
[09:59:32.735] [SEVERE ] updating countdown to 56056
[09:59:32.756] [SEVERE ] updating countdown to 56035
[09:59:32.780] [SEVERE ] updating countdown to 56011
[09:59:32.806] [SEVERE ] updating countdown to 55985
[09:59:32.832] [SEVERE ] updating countdown to 55959
[09:59:32.858] [SEVERE ] updating countdown to 55933
[09:59:32.884] [SEVERE ] updating countdown to 55907
[09:59:32.910] [SEVERE ] updating countdown to 55881
[09:59:32.931] [SEVERE ] updating countdown to 55860
[09:59:32.953] [SEVERE ] updating countdown to 55838
[09:59:32.974] [SEVERE ] updating countdown to 55817
[09:59:32.995] [SEVERE ] updating countdown to 55796
[09:59:33.016] [SEVERE ] updating countdown to 55775
[09:59:33.037] [SEVERE ] updating countdown to 55754
[09:59:33.058] [SEVERE ] updating countdown to 55733
[09:59:33.080] [SEVERE ] updating countdown to 55711
[09:59:33.100] [SEVERE ] updating countdown to 55691
[09:59:33.122] [SEVERE ] updating countdown to 55669
[09:59:33.143] [SEVERE ] updating countdown to 55648
[09:59:33.164] [SEVERE ] updating countdown to 55627
[09:59:33.186] [SEVERE ] updating countdown to 55606
[09:59:33.206] [SEVERE ] updating countdown to 55585
[09:59:33.229] [SEVERE ] updating countdown to 55562
[09:59:33.249] [SEVERE ] updating countdown to 55542
[09:59:33.271] [SEVERE ] updating countdown to 55520
[09:59:33.294] [SEVERE ] updating countdown to 55497
[09:59:33.316] [SEVERE ] updating countdown to 55475
[09:59:33.337] [SEVERE ] updating countdown to 55454
[09:59:33.359] [SEVERE ] updating countdown to 55432
[09:59:33.381] [SEVERE ] updating countdown to 55410
[09:59:33.403] [SEVERE ] updating countdown to 55388
[09:59:33.424] [SEVERE ] updating countdown to 55367
[09:59:33.447] [SEVERE ] updating countdown to 55344
[09:59:33.468] [SEVERE ] updating countdown to 55323
[09:59:33.490] [SEVERE ] updating countdown to 55301
[09:59:33.510] [SEVERE ] updating countdown to 55281
[09:59:33.531] [SEVERE ] updating countdown to 55260
[09:59:33.553] [SEVERE ] updating countdown to 55238
[09:59:33.574] [SEVERE ] updating countdown to 55217
[09:59:33.595] [SEVERE ] updating countdown to 55196
[09:59:33.616] [SEVERE ] updating countdown to 55175
[09:59:33.638] [SEVERE ] updating countdown to 55153
[09:59:33.658] [SEVERE ] updating countdown to 55133
[09:59:33.680] [SEVERE ] updating countdown to 55111
[09:59:33.700] [SEVERE ] updating countdown to 55091
[09:59:33.722] [SEVERE ] updating countdown to 55069
[09:59:33.744] [SEVERE ] updating countdown to 55047
[09:59:33.765] [SEVERE ] updating countdown to 55026
[09:59:33.787] [SEVERE ] updating countdown to 55004
[09:59:33.807] [SEVERE ] updating countdown to 54984
[09:59:33.829] [SEVERE ] updating countdown to 54962
[09:59:33.850] [SEVERE ] updating countdown to 54941
[09:59:33.870] [SEVERE ] updating countdown to 54921
[09:59:33.893] [SEVERE ] updating countdown to 54898
[09:59:33.915] [SEVERE ] updating countdown to 54876
[09:59:33.936] [SEVERE ] updating countdown to 54855
[09:59:33.957] [SEVERE ] updating countdown to 54834
[09:59:33.978] [SEVERE ] updating countdown to 54813
[09:59:34.003] [SEVERE ] updating countdown to 54788
[09:59:34.025] [SEVERE ] updating countdown to 54766
[09:59:34.046] [SEVERE ] updating countdown to 54745
[09:59:34.068] [SEVERE ] updating countdown to 54723
[09:59:34.090] [SEVERE ] updating countdown to 54701
[09:59:34.111] [SEVERE ] updating countdown to 54680
[09:59:34.134] [SEVERE ] updating countdown to 54657
[09:59:34.155] [SEVERE ] updating countdown to 54636
[09:59:34.175] [SEVERE ] updating countdown to 54616
[09:59:34.197] [SEVERE ] updating countdown to 54594
[09:59:34.217] [SEVERE ] updating countdown to 54574
[09:59:34.239] [SEVERE ] updating countdown to 54552
[09:59:34.259] [SEVERE ] updating countdown to 54532
[09:59:34.280] [SEVERE ] updating countdown to 54511
[09:59:34.301] [SEVERE ] updating countdown to 54490
[09:59:34.322] [SEVERE ] updating countdown to 54469
[09:59:34.344] [SEVERE ] updating countdown to 54447
[09:59:34.366] [SEVERE ] updating countdown to 54425
[09:59:34.389] [SEVERE ] updating countdown to 54402
[09:59:34.410] [SEVERE ] updating countdown to 54381
[09:59:34.432] [SEVERE ] updating countdown to 54359
[09:59:34.453] [SEVERE ] updating countdown to 54338
[09:59:34.474] [SEVERE ] updating countdown to 54317
[09:59:34.499] [SEVERE ] updating countdown to 54292
[09:59:34.521] [SEVERE ] updating countdown to 54270
[09:59:34.544] [SEVERE ] updating countdown to 54247
[09:59:34.568] [SEVERE ] updating countdown to 54223
[09:59:34.589] [SEVERE ] updating countdown to 54202
[09:59:34.612] [SEVERE ] updating countdown to 54179
[09:59:34.634] [SEVERE ] updating countdown to 54157
[09:59:34.659] [SEVERE ] updating countdown to 54132
[09:59:34.682] [SEVERE ] updating countdown to 54109
[09:59:34.704] [SEVERE ] updating countdown to 54087
[09:59:34.725] [SEVERE ] updating countdown to 54066
[09:59:34.747] [SEVERE ] updating countdown to 54044
[09:59:34.769] [SEVERE ] updating countdown to 54022
[09:59:34.791] [SEVERE ] updating countdown to 54000
[09:59:34.812] [SEVERE ] updating countdown to 53979
[09:59:34.832] [SEVERE ] updating countdown to 53959
[09:59:34.854] [SEVERE ] updating countdown to 53937
[09:59:34.875] [SEVERE ] updating countdown to 53916
[09:59:34.897] [SEVERE ] updating countdown to 53894
[09:59:34.919] [SEVERE ] updating countdown to 53872
[09:59:34.939] [SEVERE ] updating countdown to 53852
[09:59:34.961] [SEVERE ] updating countdown to 53830
[09:59:34.983] [SEVERE ] updating countdown to 53808
[09:59:35.003] [SEVERE ] updating countdown to 53788
[09:59:35.027] [SEVERE ] updating countdown to 53764
[09:59:35.051] [SEVERE ] updating countdown to 53740
[09:59:35.072] [SEVERE ] updating countdown to 53719
[09:59:35.094] [SEVERE ] updating countdown to 53697
[09:59:35.116] [SEVERE ] updating countdown to 53675
[09:59:35.137] [SEVERE ] updating countdown to 53654
[09:59:35.159] [SEVERE ] updating countdown to 53632
[09:59:35.180] [SEVERE ] updating countdown to 53611
[09:59:35.204] [SEVERE ] updating countdown to 53587
[09:59:35.225] [SEVERE ] updating countdown to 53566
[09:59:35.246] [SEVERE ] updating countdown to 53545
[09:59:35.267] [SEVERE ] updating countdown to 53524
[09:59:35.290] [SEVERE ] updating countdown to 53501
[09:59:35.313] [SEVERE ] updating countdown to 53478
[09:59:35.336] [SEVERE ] updating countdown to 53455
[09:59:35.360] [SEVERE ] updating countdown to 53431
[09:59:35.384] [SEVERE ] updating countdown to 53407
[09:59:35.409] [SEVERE ] updating countdown to 53382
[09:59:35.431] [SEVERE ] updating countdown to 53360
[09:59:35.453] [SEVERE ] updating countdown to 53338
[09:59:35.474] [SEVERE ] updating countdown to 53317
[09:59:35.495] [SEVERE ] updating countdown to 53296
[09:59:35.517] [SEVERE ] updating countdown to 53274
[09:59:35.539] [SEVERE ] updating countdown to 53252
[09:59:35.560] [SEVERE ] updating countdown to 53231
[09:59:35.582] [SEVERE ] updating countdown to 53209
[09:59:35.602] [SEVERE ] updating countdown to 53189
[09:59:35.625] [SEVERE ] updating countdown to 53166
[09:59:35.646] [SEVERE ] updating countdown to 53145
[09:59:35.672] [SEVERE ] updating countdown to 53119
[09:59:35.694] [SEVERE ] updating countdown to 53097
[09:59:35.716] [SEVERE ] updating countdown to 53075
[09:59:35.736] [SEVERE ] updating countdown to 53055
[09:59:35.757] [SEVERE ] updating countdown to 53034
[09:59:35.779] [SEVERE ] updating countdown to 53012
[09:59:35.801] [SEVERE ] updating countdown to 52990
[09:59:35.825] [SEVERE ] updating countdown to 52966
[09:59:35.847] [SEVERE ] updating countdown to 52944
[09:59:35.868] [SEVERE ] updating countdown to 52923
[09:59:35.890] [SEVERE ] updating countdown to 52901
[09:59:35.912] [SEVERE ] updating countdown to 52879
[09:59:35.938] [SEVERE ] updating countdown to 52853
[09:59:35.964] [SEVERE ] updating countdown to 52827
[09:59:35.988] [SEVERE ] updating countdown to 52803
[09:59:36.013] [SEVERE ] updating countdown to 52778
[09:59:36.034] [SEVERE ] updating countdown to 52757
[09:59:36.061] [SEVERE ] updating countdown to 52730
[09:59:36.084] [SEVERE ] updating countdown to 52707
[09:59:36.105] [SEVERE ] updating countdown to 52686
[09:59:36.130] [SEVERE ] updating countdown to 52661
[09:59:36.156] [SEVERE ] updating countdown to 52635
[09:59:36.179] [SEVERE ] updating countdown to 52612
[09:59:36.202] [SEVERE ] updating countdown to 52589
[09:59:36.224] [SEVERE ] updating countdown to 52567
[09:59:36.247] [SEVERE ] updating countdown to 52544
[09:59:36.269] [SEVERE ] updating countdown to 52522
[09:59:36.295] [SEVERE ] updating countdown to 52496
[09:59:36.316] [SEVERE ] updating countdown to 52475
[09:59:36.341] [SEVERE ] updating countdown to 52450
[09:59:36.364] [SEVERE ] updating countdown to 52427
[09:59:36.385] [SEVERE ] updating countdown to 52406
[09:59:36.407] [SEVERE ] updating countdown to 52384
[09:59:36.430] [SEVERE ] updating countdown to 52361
[09:59:36.452] [SEVERE ] updating countdown to 52339
[09:59:36.476] [SEVERE ] updating countdown to 52315
[09:59:36.498] [SEVERE ] updating countdown to 52293
[09:59:36.519] [SEVERE ] updating countdown to 52272
[09:59:36.545] [SEVERE ] updating countdown to 52246
[09:59:36.570] [SEVERE ] updating countdown to 52221
[09:59:36.596] [SEVERE ] updating countdown to 52195
[09:59:36.621] [SEVERE ] updating countdown to 52170
[09:59:36.647] [SEVERE ] updating countdown to 52144
[09:59:36.669] [SEVERE ] updating countdown to 52122
[09:59:36.693] [SEVERE ] updating countdown to 52098
[09:59:36.718] [SEVERE ] updating countdown to 52073
[09:59:36.744] [SEVERE ] updating countdown to 52047
[09:59:36.766] [SEVERE ] updating countdown to 52025
[09:59:36.792] [SEVERE ] updating countdown to 51999
[09:59:36.813] [SEVERE ] updating countdown to 51978
[09:59:36.837] [SEVERE ] updating countdown to 51954
[09:59:36.859] [SEVERE ] updating countdown to 51932
[09:59:36.884] [SEVERE ] updating countdown to 51907
[09:59:36.907] [SEVERE ] updating countdown to 51884
[09:59:36.928] [SEVERE ] updating countdown to 51863
[09:59:36.950] [SEVERE ] updating countdown to 51841
[09:59:36.971] [SEVERE ] updating countdown to 51820
[09:59:36.993] [SEVERE ] updating countdown to 51798
[09:59:37.018] [SEVERE ] updating countdown to 51773
[09:59:37.042] [SEVERE ] updating countdown to 51749
[09:59:37.064] [SEVERE ] updating countdown to 51727
[09:59:37.090] [SEVERE ] updating countdown to 51701
[09:59:37.113] [SEVERE ] updating countdown to 51678
[09:59:37.135] [SEVERE ] updating countdown to 51656
[09:59:37.157] [SEVERE ] updating countdown to 51634
[09:59:37.178] [SEVERE ] updating countdown to 51613
[09:59:37.200] [SEVERE ] updating countdown to 51591
[09:59:37.225] [SEVERE ] updating countdown to 51566
[09:59:37.247] [SEVERE ] updating countdown to 51544
[09:59:37.269] [SEVERE ] updating countdown to 51522
[09:59:37.293] [SEVERE ] updating countdown to 51498
[09:59:37.314] [SEVERE ] updating countdown to 51477
[09:59:37.340] [SEVERE ] updating countdown to 51451
[09:59:37.362] [SEVERE ] updating countdown to 51429
[09:59:37.386] [SEVERE ] updating countdown to 51405
[09:59:37.407] [SEVERE ] updating countdown to 51384
[09:59:37.429] [SEVERE ] updating countdown to 51362
[09:59:37.451] [SEVERE ] updating countdown to 51340
[09:59:37.472] [SEVERE ] updating countdown to 51319
[09:59:37.495] [SEVERE ] updating countdown to 51296
[09:59:37.520] [SEVERE ] updating countdown to 51271
[09:59:37.546] [SEVERE ] updating countdown to 51245
[09:59:37.567] [SEVERE ] updating countdown to 51224
[09:59:37.570] [SEVERE ] key 81 was pressed by player 1
[09:59:37.570] [SEVERE ] player 1 placing token on slot 0
[09:59:37.589] [SEVERE ] updating countdown to 51202
[09:59:37.615] [SEVERE ] updating countdown to 51176
[09:59:37.636] [SEVERE ] updating countdown to 51155
[09:59:37.658] [SEVERE ] updating countdown to 51133
[09:59:37.679] [SEVERE ] updating countdown to 51112
[09:59:37.701] [SEVERE ] updating countdown to 51090
[09:59:37.722] [SEVERE ] updating countdown to 51069
[09:59:37.744] [SEVERE ] updating countdown to 51047
[09:59:37.767] [SEVERE ] updating countdown to 51024
[09:59:37.789] [SEVERE ] updating countdown to 51002
[09:59:37.811] [SEVERE ] updating countdown to 50980
[09:59:37.832] [SEVERE ] updating countdown to 50959
[09:59:37.856] [SEVERE ] updating countdown to 50935
[09:59:37.878] [SEVERE ] updating countdown to 50913
[09:59:37.899] [SEVERE ] updating countdown to 50892
[09:59:37.921] [SEVERE ] updating countdown to 50870
[09:59:37.943] [SEVERE ] updating countdown to 50848
[09:59:37.963] [SEVERE ] updating countdown to 50828
[09:59:37.984] [SEVERE ] updating countdown to 50807
[09:59:38.005] [SEVERE ] updating countdown to 50786
[09:59:38.026] [SEVERE ] updating countdown to 50765
[09:59:38.047] [SEVERE ] updating countdown to 50744
[09:59:38.069] [SEVERE ] updating countdown to 50722
[09:59:38.093] [SEVERE ] updating countdown to 50698
[09:59:38.114] [SEVERE ] updating countdown to 50677
[09:59:38.138] [SEVERE ] updating countdown to 50653
[09:59:38.163] [SEVERE ] updating countdown to 50628
[09:59:38.185] [SEVERE ] updating countdown to 50606
[09:59:38.207] [SEVERE ] updating countdown to 50584
[09:59:38.232] [SEVERE ] updating countdown to 50559
[09:59:38.254] [SEVERE ] updating countdown to 50537
[09:59:38.279] [SEVERE ] updating countdown to 50512
[09:59:38.302] [SEVERE ] updating countdown to 50489
[09:59:38.323] [SEVERE ] updating countdown to 50468
[09:59:38.373] [SEVERE ] updating countdown to 50418
[09:59:38.396] [SEVERE ] updating countdown to 50395
[09:59:38.422] [SEVERE ] updating countdown to 50369
[09:59:38.446] [SEVERE ] updating countdown to 50345
[09:59:38.467] [SEVERE ] updating countdown to 50324
[09:59:38.479] [SEVERE ] key 87 was pressed by player 1
[09:59:38.479] [SEVERE ] player 1 placing token on slot 1
[09:59:38.487] [SEVERE ] updating countdown to 50304
[09:59:38.509] [SEVERE ] updating countdown to 50282
[09:59:38.532] [SEVERE ] updating countdown to 50259
[09:59:38.554] [SEVERE ] updating countdown to 50237
[09:59:38.577] [SEVERE ] updating countdown to 50214
[09:59:38.597] [SEVERE ] updating countdown to 50194
[09:59:38.619] [SEVERE ] updating countdown to 50172
[09:59:38.645] [SEVERE ] updating countdown to 50146
[09:59:38.668] [SEVERE ] updating countdown to 50123
[09:59:38.690] [SEVERE ] updating countdown to 50101
[09:59:38.711] [SEVERE ] updating countdown to 50080
[09:59:38.733] [SEVERE ] updating countdown to 50058
[09:59:38.756] [SEVERE ] updating countdown to 50035
[09:59:38.777] [SEVERE ] updating countdown to 50014
[09:59:38.798] [SEVERE ] updating countdown to 49993
[09:59:38.821] [SEVERE ] updating countdown to 49970
[09:59:38.842] [SEVERE ] updating countdown to 49949
[09:59:38.863] [SEVERE ] updating countdown to 49928
[09:59:38.883] [SEVERE ] updating countdown to 49908
[09:59:38.905] [SEVERE ] updating countdown to 49886
[09:59:38.927] [SEVERE ] updating countdown to 49864
[09:59:38.952] [SEVERE ] updating countdown to 49839
[09:59:38.977] [SEVERE ] updating countdown to 49814
[09:59:39.001] [SEVERE ] updating countdown to 49790
[09:59:39.021] [SEVERE ] updating countdown to 49770
[09:59:39.044] [SEVERE ] updating countdown to 49747
[09:59:39.065] [SEVERE ] updating countdown to 49726
[09:59:39.087] [SEVERE ] updating countdown to 49704
[09:59:39.107] [SEVERE ] updating countdown to 49684
[09:59:39.129] [SEVERE ] updating countdown to 49662
[09:59:39.150] [SEVERE ] updating countdown to 49641
[09:59:39.171] [SEVERE ] updating countdown to 49620
[09:59:39.194] [SEVERE ] updating countdown to 49597
[09:59:39.217] [SEVERE ] updating countdown to 49574
[09:59:39.237] [SEVERE ] updating countdown to 49554
[09:59:39.261] [SEVERE ] updating countdown to 49530
[09:59:39.282] [SEVERE ] updating countdown to 49509
[09:59:39.304] [SEVERE ] updating countdown to 49487
[09:59:39.326] [SEVERE ] updating countdown to 49465
[09:59:39.351] [SEVERE ] updating countdown to 49440
[09:59:39.356] [SEVERE ] key 81 was pressed by player 1
[09:59:39.357] [SEVERE ] removing player 1 token from slot 0
[09:59:39.372] [SEVERE ] updating countdown to 49419
[09:59:39.394] [SEVERE ] updating countdown to 49397
[09:59:39.416] [SEVERE ] updating countdown to 49375
[09:59:39.437] [SEVERE ] updating countdown to 49354
[09:59:39.459] [SEVERE ] updating countdown to 49332
[09:59:39.481] [SEVERE ] updating countdown to 49310
[09:59:39.501] [SEVERE ] updating countdown to 49290
[09:59:39.522] [SEVERE ] updating countdown to 49269
[09:59:39.544] [SEVERE ] updating countdown to 49247
[09:59:39.565] [SEVERE ] updating countdown to 49226
[09:59:39.585] [SEVERE ] updating countdown to 49206
[09:59:39.606] [SEVERE ] updating countdown to 49185
[09:59:39.628] [SEVERE ] updating countdown to 49163
[09:59:39.650] [SEVERE ] updating countdown to 49141
[09:59:39.672] [SEVERE ] updating countdown to 49119
[09:59:39.693] [SEVERE ] updating countdown to 49098
[09:59:39.714] [SEVERE ] updating countdown to 49077
[09:59:39.735] [SEVERE ] updating countdown to 49056
[09:59:39.757] [SEVERE ] updating countdown to 49034
[09:59:39.782] [SEVERE ] updating countdown to 49009
[09:59:39.804] [SEVERE ] updating countdown to 48987
[09:59:39.826] [SEVERE ] updating countdown to 48965
[09:59:39.846] [SEVERE ] updating countdown to 48945
[09:59:39.867] [SEVERE ] updating countdown to 48924
[09:59:39.893] [SEVERE ] updating countdown to 48898
[09:59:39.916] [SEVERE ] updating countdown to 48875
[09:59:39.937] [SEVERE ] updating countdown to 48854
[09:59:39.958] [SEVERE ] updating countdown to 48833
[09:59:39.979] [SEVERE ] updating countdown to 48812
[09:59:40.001] [SEVERE ] updating countdown to 48790
[09:59:40.024] [SEVERE ] updating countdown to 48767
[09:59:40.045] [SEVERE ] updating countdown to 48746
[09:59:40.065] [SEVERE ] updating countdown to 48726
[09:59:40.086] [SEVERE ] updating countdown to 48705
[09:59:40.108] [SEVERE ] updating countdown to 48683
[09:59:40.129] [SEVERE ] updating countdown to 48662
[09:59:40.152] [SEVERE ] updating countdown to 48639
[09:59:40.174] [SEVERE ] updating countdown to 48617
[09:59:40.195] [SEVERE ] updating countdown to 48596
[09:59:40.217] [SEVERE ] updating countdown to 48574
[09:59:40.237] [SEVERE ] updating countdown to 48554
[09:59:40.259] [SEVERE ] updating countdown to 48532
[09:59:40.280] [SEVERE ] updating countdown to 48511
[09:59:40.300] [SEVERE ] updating countdown to 48491
[09:59:40.322] [SEVERE ] updating countdown to 48469
[09:59:40.343] [SEVERE ] updating countdown to 48448
[09:59:40.365] [SEVERE ] updating countdown to 48426
[09:59:40.387] [SEVERE ] updating countdown to 48404
[09:59:40.408] [SEVERE ] updating countdown to 48383
[09:59:40.430] [SEVERE ] updating countdown to 48361
[09:59:40.450] [SEVERE ] updating countdown to 48341
[09:59:40.471] [SEVERE ] updating countdown to 48320
[09:59:40.497] [SEVERE ] updating countdown to 48294
[09:59:40.518] [SEVERE ] updating countdown to 48273
[09:59:40.539] [SEVERE ] updating countdown to 48252
[09:59:40.561] [SEVERE ] updating countdown to 48231
[09:59:40.584] [SEVERE ] updating countdown to 48207
[09:59:40.605] [SEVERE ] updating countdown to 48186
[09:59:40.629] [SEVERE ] updating countdown to 48162
[09:59:40.650] [SEVERE ] updating countdown to 48141
[09:59:40.673] [SEVERE ] updating countdown to 48118
[09:59:40.694] [SEVERE ] updating countdown to 48097
[09:59:40.716] [SEVERE ] updating countdown to 48075
[09:59:40.736] [SEVERE ] updating countdown to 48055
[09:59:40.757] [SEVERE ] updating countdown to 48034
[09:59:40.779] [SEVERE ] updating countdown to 48012
[09:59:40.800] [SEVERE ] updating countdown to 47991
[09:59:40.822] [SEVERE ] updating countdown to 47969
[09:59:40.844] [SEVERE ] updating countdown to 47947
[09:59:40.868] [SEVERE ] updating countdown to 47923
[09:59:40.889] [SEVERE ] updating countdown to 47902
[09:59:40.911] [SEVERE ] updating countdown to 47880
[09:59:40.933] [SEVERE ] updating countdown to 47858
[09:59:40.955] [SEVERE ] updating countdown to 47836
